POI_name,POI_nearby_name,Address,Distance_miles,Distance_minutes
La Brea Tar Pits and Museum,Tourific Escapes,"Los Angeles, CA 90009",2.8,4.2
La Brea Tar Pits and Museum,Scot Nery's Boobietrap,"6555 Hollywood Blvd Back Of The Building Parking Lot Entrance, Los Angeles, CA 90028-6218",3,4.5
La Brea Tar Pits and Museum,Universal Studios Hollywood,"100 Universal City Plaza, Los Angeles, CA 91608-1002",5.2,7.8
La Brea Tar Pits and Museum,Wilshire Massage,"5474 Wilshire Blvd, Los Angeles, CA 90036-4218",6,9
La Brea Tar Pits and Museum,Los Angeles Urban Adventures,"Los Angeles, CA 90028",2.8,4.2
La Brea Tar Pits and Museum,Amoeba Music,"6400 W Sunset Blvd, Los Angeles, CA 90028-7307",2.8,4.2
La Brea Tar Pits and Museum,I Like Scary Movies Experience,"5514 Wilshire Blvd The Desmond, Los Angeles, CA 90036-3829",7.333333333,11
Walt Disney Concert Hall,LA Phil Store,"151 S Grand Ave, Los Angeles, CA 90012-3034",0.666666667,1
Walt Disney Concert Hall,RedCat,"631 W 2nd St Walt Disney Concert Hall Complex, Los Angeles, CA 90012-2599",0.666666667,1
Walt Disney Concert Hall,The Broad,"221 S Grand Ave, Los Angeles, CA 90012-3020",1.333333333,2
Walt Disney Concert Hall,Los Angeles Philharmonic,"111 S Grand Ave Walt Disney Concert Hall, Los Angeles, CA 90012-3034",0.666666667,1
Walt Disney Concert Hall,"Tease, if you please!","710 W 1st St, Los Angeles, CA 90012-2442",1.333333333,2
Walt Disney Concert Hall,Colburn School,"200 S Grand Ave, Los Angeles, CA 90012-3007",2,3
Walt Disney Concert Hall,The Museum of Contemporary Art,"250 S Grand Ave Downtown, Los Angeles, CA 90012-3007",2,3
Walt Disney Concert Hall,Colpo d’Ala,"801 W 1st St, Los Angeles, CA 90012-2441",2,3
Walt Disney Concert Hall,Dorothy Chandler Pavilion,"135 N Grand Ave The Music Center of Los Angeles County, Los Angeles, CA 90012-3013",2.666666667,4
Walt Disney Concert Hall,Los Angeles Opera,"135 N Grand Ave Dorothy Chandler Pavilion at The Music Center, Los Angeles, CA 90012-3013",2.666666667,4
Walt Disney Concert Hall,Wells Fargo Museum,"333 S Grand Ave Inside the Wells Fargo Center, Los Angeles, CA 90071-1504",2.666666667,4
Walt Disney Concert Hall,Mark Taper Forum,"135 N Grand Ave The Music Center of Los Angeles County, Los Angeles, CA 90012-3013",2.666666667,4
Walt Disney Concert Hall,The Music Center,"135 N Grand Ave, Los Angeles, CA 90012-3013",2.666666667,4
Walt Disney Concert Hall,Ahmanson Theatre,"135 N Grand Ave The Music Center of Los Angeles County, Los Angeles, CA 90012-3013",3.333333333,5
Walt Disney Concert Hall,Angels Flight Railway,"356 S Olive St, Los Angeles, CA 90013-1003",4,6
Walt Disney Concert Hall,Cathedral of Our Lady of the Angels,"555 W Temple St, Los Angeles, CA 90012-2707",4.666666667,7
Walt Disney Concert Hall,Bradbury Building,"304 S Broadway Downtown, Los Angeles, CA 90013-1224",4.666666667,7
Walt Disney Concert Hall,Spa at the Omni Los Angeles Hotel,"251 S Olive St, Los Angeles, CA 90012-3002",2.666666667,4
Walt Disney Concert Hall,Grand Central Market,"317 S Broadway, Los Angeles, CA 90013-1222",4.666666667,7
Walt Disney Concert Hall,California Plaza,"300 S Grand Ave Downtown, Los Angeles, CA 90071-3109",3.333333333,5
Walt Disney Concert Hall,Department of Water and Power Building,"111 N Hope St, Los Angeles, CA 90012-2607",2.666666667,4
Walt Disney Concert Hall,Sidewalk Food Tours of Los Angeles,"545 S Olive St 6th Street, Los Angeles, CA 90013-1006",7.333333333,11
Walt Disney Concert Hall,City Hall,"200 N. Spring St. between First and Temple, Los Angeles, CA 90012-4801",5.333333333,8
Walt Disney Concert Hall,Los Angeles Central Library,"630 W 5th St Free Tours Daily, Los Angeles, CA 90071-2002",6,9
Walt Disney Concert Hall,The Redwood Bar,"316 W 2nd St, Los Angeles, CA 90012-3504",3.333333333,5
Walt Disney Concert Hall,Six Taste,"Los Angeles, CA",8,12
Walt Disney Concert Hall,The Last Bookstore,"453 S Spring St – Ground Floor, Los Angeles, CA 90013",7.333333333,11
Walt Disney Concert Hall,Grand Park,"227 N Spring St, Los Angeles, CA 90012-3201",4.666666667,7
Walt Disney Concert Hall,OUE Skyspace LA,"633 W 5th St 2nd, 54th, 69th & 70th Floors, Los Angeles, CA 90071-2005",6,9
Walt Disney Concert Hall,ARCO Plaza,"333 S Hope St, Los Angeles, CA 90071-1406",3.333333333,5
Natural History Museum of Los Angeles County,California Science Center,"700 Exposition Park Drive, Los Angeles, CA 90037-1254",2,3
Natural History Museum of Los Angeles County,Samuel Oschin Air & Space Center,"700 Exposition Park Dr California Science Center, Los Angeles, CA 90037-1254",2,3
Natural History Museum of Los Angeles County,Fisher Museum of Art,"823 Exposition Blvd, Los Angeles, CA 90007-4005",2,3
Natural History Museum of Los Angeles County,"University of Southern California, Hertha and Walter Klinger Gallery","823 Exposition Blvd, Los Angeles, CA 90007-4005",2,3
Natural History Museum of Los Angeles County,Exposition Park,"701 State Dr, Los Angeles, CA 90037-1260",3.333333333,5
Natural History Museum of Los Angeles County,Hoose Library of Philosophy,"3709 Trousdale Pkwy Ca 90089, Los Angeles, CA 90089-3617",2.666666667,4
Natural History Museum of Los Angeles County,Los Angeles Memorial Coliseum,"3911 S Figueroa St, Los Angeles, CA 90037-1207",3.333333333,5
Natural History Museum of Los Angeles County,University of Southern California,"3620 S Vermont Ave, Los Angeles, CA 90089-0097",5.333333333,8
Natural History Museum of Los Angeles County,California African American Museum,"600 State Dr Exposition Park, Los Angeles, CA 90037-1267",4,6
Natural History Museum of Los Angeles County,Omar ibn Al-Khattab Mosque,"1025 Exposition Blvd, Los Angeles, CA 90007-4241",4,6
Natural History Museum of Los Angeles County,Banc of California Stadium,"3939 S Figueroa St, Los Angeles, CA 90037-1200",5.333333333,8
Natural History Museum of Los Angeles County,Doheny Memorial Library,"3550 Trousdale Pkwy University of Southern California, Los Angeles, CA 90089-0014",4.666666667,7
Natural History Museum of Los Angeles County,Six Taste,"Los Angeles, CA",3,4.5
Natural History Museum of Los Angeles County,Griffith Observatory,"2800 E. Observatory Rd., Los Angeles, CA 90027-1299",7.1,10.65
Natural History Museum of Los Angeles County,Sidewalk Food Tours of Los Angeles,"545 S Olive St 6th Street, Los Angeles, CA 90013-1006",2.9,4.35
Natural History Museum of Los Angeles County,McDonalds Swim Stadium,"1026 W 34th St, Los Angeles, CA 90089-0086",7.333333333,11
Natural History Museum of Los Angeles County,Staples Center,"1111 S Figueroa St, Los Angeles, CA 90015-1300",2.2,3.3
Natural History Museum of Los Angeles County,Universal Studios Hollywood,"100 Universal City Plaza, Los Angeles, CA 91608-1002",9.2,13.8
Natural History Museum of Los Angeles County,Shrine Auditorium and Expo Hall,"665 W Jefferson Blvd, Los Angeles, CA 90007-3626",8.666666667,13
Natural History Museum of Los Angeles County,The Last Bookstore,"453 S Spring St – Ground Floor, Los Angeles, CA 90013",3.1,4.65
Natural History Museum of Los Angeles County,The Broad,"221 S Grand Ave, Los Angeles, CA 90012-3020",3.4,5.1
Natural History Museum of Los Angeles County,Walt Disney Concert Hall,"111 S Grand Ave Inglewood Can Day Has Was Year Day Was, Los Angeles, CA 90012-3034",3.4,5.1
Natural History Museum of Los Angeles County,Melting Pot Food Tours,"Los Angeles, CA 90036",5.6,8.4
Natural History Museum of Los Angeles County,Los Angeles Central Library,"630 W 5th St Free Tours Daily, Los Angeles, CA 90071-2002",3,4.5
Natural History Museum of Los Angeles County,Scot Nery's Boobietrap,"6555 Hollywood Blvd Back Of The Building Parking Lot Entrance, Los Angeles, CA 90028-6218",6.4,9.6
Natural History Museum of Los Angeles County,Diorama-museum of Bhagavad-gita,"3764 Watseka Ave, Los Angeles, CA 90034-4005",6.3,9.45
Natural History Museum of Los Angeles County,Tourific Escapes,"Los Angeles, CA 90009",6.6,9.9
Natural History Museum of Los Angeles County,Amoeba Music,"6400 W Sunset Blvd, Los Angeles, CA 90028-7307",6.1,9.15
Natural History Museum of Los Angeles County,Los Angeles Urban Adventures,"Los Angeles, CA 90028",6.5,9.75
Natural History Museum of Los Angeles County,Japanese American National Museum,"369 E 1st St Little Tokyo, Los Angeles, CA 90012-3901",3.6,5.4
Runyon Canyon Park,Hollywood Hills,"2917-2981 Runyon Canyon Rd, Los Angeles, CA 90046, Los Angeles, CA",2,3
Runyon Canyon Park,The Magic Castle,"7001 Franklin Ave, Los Angeles, CA 90028-8603",6.666666667,10
Runyon Canyon Park,Tourific Escapes,"Los Angeles, CA 90009",8.666666667,13
Runyon Canyon Park,Los Angeles Urban Adventures,"Los Angeles, CA 90028",9.333333333,14
Runyon Canyon Park,Guitar Center,"7425 W Sunset Blvd, Los Angeles, CA 90046-3432",8,12
Runyon Canyon Park,American Riviera Private Tours,"Los Angeles, CA",9.333333333,14
Runyon Canyon Park,Madame Tussauds Hollywood,"6933 Hollywood Blvd, Los Angeles, CA 90028-6146",8,12
Runyon Canyon Park,Scot Nery's Boobietrap,"6555 Hollywood Blvd Back Of The Building Parking Lot Entrance, Los Angeles, CA 90028-6218",13.33333333,20
Runyon Canyon Park,Hollywood Bowl Museum,"2301 N Highland Ave, Los Angeles, CA 90068-2742",10,15
Runyon Canyon Park,La La Land,"7001 Hollywood Blvd, Los Angeles, CA 90028-6002",8,12
Runyon Canyon Park,TCL Chinese Theatres,"6925 Hollywood Blvd Hollywood, Los Angeles, CA 90028-6103",8,12
Runyon Canyon Park,Hollywood Bowl Overlook,"Mulholland Drive, Los Angeles, CA",11.33333333,17
Runyon Canyon Park,Dolby Theatre,"6801 Hollywood Blvd, Los Angeles, CA 90028-6136",8.666666667,13
Runyon Canyon Park,The Hollywood Museum,"1660 N Highland Ave, Los Angeles, CA 90028-6121",10,15
Runyon Canyon Park,Amoeba Music,"6400 W Sunset Blvd, Los Angeles, CA 90028-7307",1.3,1.95
Runyon Canyon Park,Hollywood & Highland,"6801 Hollywood Blvd, Los Angeles, CA 90028-6136",8.666666667,13
Runyon Canyon Park,The Hollywood Experience,"7095 Hollywood Blvd Suite 1117, Los Angeles, CA 90028-8903",5.333333333,8
Runyon Canyon Park,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA 90068-2742",10,15
Runyon Canyon Park,Universal Studios Hollywood,"100 Universal City Plaza, Los Angeles, CA 91608-1002",2.2,3.3
Runyon Canyon Park,Griffith Observatory,"2800 E. Observatory Rd., Los Angeles, CA 90027-1299",2.9,4.35
Runyon Canyon Park,Hollywood,"Los Angeles, CA",8.666666667,13
Runyon Canyon Park,Pantages Theatre,"6233 Hollywood Blvd, Los Angeles, CA 90028-5310",1.4,2.1
Runyon Canyon Park,Hard Rock Cafe,"6801 Hollywood Blvd Suite 105, Los Angeles, CA 90028-6136",8.666666667,13
Runyon Canyon Park,Ripley's Believe It or Not!,"6780 Hollywood Blvd, Los Angeles, CA 90028-4622",10,15
Runyon Canyon Park,The Getty Center,"1200 Getty Center Dr N Sepulveda Blvd & Getty Center Dr, Los Angeles, CA 90049-1657",7.4,11.1
Runyon Canyon Park,Magic and Wine Tasting with David Minkin,"1737 Vine St Bardot Hollywood, Los Angeles, CA 90028-5248",1.3,1.95
Runyon Canyon Park,Los Angeles Club Crawl - LA Epic Club Crawls,"Los Angeles, CA 90028",1.1,1.65
Runyon Canyon Park,Melting Pot Food Tours,"Los Angeles, CA 90036",2.5,3.75
Runyon Canyon Park,L. Ron Hubbard Theatre,"7051 Hollywood Blvd, Los Angeles, CA 90028-6041",6.666666667,10
Runyon Canyon Park,Set and Flow Yoga,"1619 N La Brea Ave, Los Angeles, CA 90028-6474",6.666666667,10
Venice Canals Walkway,Secret Food Tours Los Angeles,"Los Angeles, CA 90292",1.333333333,2
Venice Canals Walkway,Venice Pier,"Washington Blvd and Ocean Front Walk, Los Angeles, CA 90291",1.333333333,2
Venice Canals Walkway,Venice Skatepark,"1500 Ocean Front Walk, Los Angeles, CA 90291-3606",10,15
Venice Canals Walkway,Linnie Cana Park,"200 Linnie canal, Venice, Los Angeles, CA",4.666666667,7
Venice Canals Walkway,Abbot Kinney Boulevard,"Los Angeles, CA",12,18
Venice Canals Walkway,Venice Beach,"Los Angeles, CA 90291",8.666666667,13
Venice Canals Walkway,Luminaries of Pantheism Mural,"2201 Ocean Front Walk Venice, CA 90291, Los Angeles, CA",6,9
Venice Canals Walkway,Muscle Beach Venice,"1800 Ocean Front Walk, Los Angeles, CA 90401-3124",8,12
Venice Canals Walkway,The Getty Center,"1200 Getty Center Dr N Sepulveda Blvd & Getty Center Dr, Los Angeles, CA 90049-1657",6.8,10.2
Venice Canals Walkway,Venice Beach Boardwalk,"Los Angeles, CA 90291",10.66666667,16
Venice Canals Walkway,L.A. Louver,"45 N Venice Blvd # CA, Los Angeles, CA 90291-4127",6.666666667,10
Venice Canals Walkway,High Rooftop Lounge,"1697 Pacific Ave, Los Angeles, CA 90291-3613",9.333333333,14
Venice Canals Walkway,Abbot Kinney Memorial Branch Library,"501 S. Venice Boulevard, Venice, Los Angeles, CA",7.333333333,11
Venice Canals Walkway,Venice art walls,"1800 Ocean Front Walk, Venice, Los Angeles, CA",8,12
Venice Canals Walkway,Morning Shot mural,"1811 Ocean Front Walk, Los Angeles, CA",8,12
Venice Canals Walkway,Diorama-museum of Bhagavad-gita,"3764 Watseka Ave, Los Angeles, CA 90034-4005",5.1,7.65
Venice Canals Walkway,Small World Books,"1407 Ocean Front Walk Venice, Los Angeles, CA 90291-3605",10.66666667,16
Venice Canals Walkway,Touch of Venice mural,"21 Winward Avenue, Venice, Los Angeles, CA",9.333333333,14
Venice Canals Walkway,Boardwalk Vintage,"1601 Ocean Front Walk Venice, Los Angeles, CA 90291-4101",9.333333333,14
Venice Canals Walkway,Venice Kinesis,"21 Winward Avenue, Los Angeles, CA",9.333333333,14
Venice Canals Walkway,Declaration Sculpture,"Ocean Front walk and Windward Ave, Venice, Los Angeles, CA",9.333333333,14
Venice Canals Walkway,Melting Pot Food Tours,"Los Angeles, CA 90036",8.7,13.05
Venice Canals Walkway,The Brig,"1515 Abbot Kinney Blvd, Los Angeles, CA",10.66666667,16
Venice Canals Walkway,Pilates Platinum,"1653A Abbot Kinney Blvd, Los Angeles, CA 90291-3744",10,15
Venice Canals Walkway,G2 Gallery,"1503 Abbot Kinney Blvd, Los Angeles, CA 90291-3742",10.66666667,16
Venice Canals Walkway,Annenberg Space for Photography,"2000 Avenue of the Stars Ste 10 Century City, Los Angeles, CA 90067-4718",6.3,9.45
Venice Canals Walkway,Pierce Brothers Westwood Village Memorial Park,"1218 Glendon Ave, Los Angeles, CA 90024-4914",5.6,8.4
Venice Canals Walkway,Crown Limousine,"12300 W Washington Blvd, Los Angeles, CA 90066-5510",2.5,3.75
Venice Canals Walkway,Tristan Eaton Mural,"1549 Abbot Kinney Blvd, Venice, Los Angeles, CA",10.66666667,16
Venice Canals Walkway,"University of California, Los Angeles (UCLA)","Sunset Blvd., Los Angeles, CA",5,7.5
Dodger Stadium,Cirque Du Soleil Volta,"1000 Vin Scully Ave Dodger Stadium, Los Angeles, CA 90090-1112",1.333333333,2
Dodger Stadium,Walt Disney Concert Hall,"111 S Grand Ave Inglewood Can Day Has Was Year Day Was, Los Angeles, CA 90012-3034",1.4,2.1
Dodger Stadium,Six Taste,"Los Angeles, CA",2,3
Dodger Stadium,Cathedral of Our Lady of the Angels,"555 W Temple St, Los Angeles, CA 90012-2707",1.2,1.8
Dodger Stadium,The Broad,"221 S Grand Ave, Los Angeles, CA 90012-3020",1.5,2.25
Dodger Stadium,San Antonio Winery,"737 Lamar St Plaza San Antonio, Los Angeles, CA 90031-2514",1.2,1.8
Dodger Stadium,Sidewalk Food Tours of Los Angeles,"545 S Olive St 6th Street, Los Angeles, CA 90013-1006",1.9,2.85
Dodger Stadium,Elysian Park,"835 Academy Rd, Los Angeles, CA 90012-1006",6.666666667,10
Dodger Stadium,Griffith Observatory,"2800 E. Observatory Rd., Los Angeles, CA 90027-1299",4.6,6.9
Dodger Stadium,Olvera Street,"Main and Alameda streets 125 Paseo de la Plaza 90012, Los Angeles, CA 90012",13.33333333,20
Dodger Stadium,Union Station,"800 N Alameda St Downtown, Los Angeles, CA 90012-2177",1.3,1.95
Dodger Stadium,Chinatown,"N Broadway at North Hill St Downtown, Los Angeles, CA 90012",8,12
Dodger Stadium,Golden Dragon Parade,"411 and 415 Bernard Street HSSC Headquarters, Los Angeles, CA",6.666666667,10
Dodger Stadium,Los Angeles Philharmonic,"111 S Grand Ave Walt Disney Concert Hall, Los Angeles, CA 90012-3034",1.4,2.1
Dodger Stadium,City Hall,"200 N. Spring St. between First and Temple, Los Angeles, CA 90012-4801",1.4,2.1
Dodger Stadium,The Last Bookstore,"453 S Spring St – Ground Floor, Los Angeles, CA 90013",1.9,2.85
Dodger Stadium,Japanese American National Museum,"369 E 1st St Little Tokyo, Los Angeles, CA 90012-3901",1.7,2.55
Dodger Stadium,Los Angeles Central Library,"630 W 5th St Free Tours Daily, Los Angeles, CA 90071-2002",1.8,2.7
Dodger Stadium,El Pueblo de Los Angeles,"Macy, Alameda, Spring and Arcadia streets, Los Angeles, CA 90012-2932",1.3,1.95
Dodger Stadium,Bradbury Building,"304 S Broadway Downtown, Los Angeles, CA 90013-1224",1.7,2.55
Dodger Stadium,Ahmanson Theatre,"135 N Grand Ave The Music Center of Los Angeles County, Los Angeles, CA 90012-3013",1.2,1.8
Dodger Stadium,LA Cycle Tours,"Los Angeles, CA",1.3,1.95
Dodger Stadium,Universal Studios Hollywood,"100 Universal City Plaza, Los Angeles, CA 91608-1002",7.8,11.7
Dodger Stadium,Staples Center,"1111 S Figueroa St, Los Angeles, CA 90015-1300",2.6,3.9
Dodger Stadium,Angels Flight Railway,"356 S Olive St, Los Angeles, CA 90013-1003",1.7,2.55
Dodger Stadium,Avila Adobe,"10 Olvera St, Los Angeles, CA 90012-2921",1.2,1.8
Dodger Stadium,Grand Central Market,"317 S Broadway, Los Angeles, CA 90013-1222",1.7,2.55
Dodger Stadium,Scot Nery's Boobietrap,"6555 Hollywood Blvd Back Of The Building Parking Lot Entrance, Los Angeles, CA 90028-6218",5.6,8.4
Dodger Stadium,Tourific Escapes,"Los Angeles, CA 90009",6,9
Dodger Stadium,Little Tokyo,"Downtown Southeast of the Civic Center; bounded by 1st, Los Angeles, CA",1.6,2.4
Union Station,Streamliner Bar,"Union Station 800 N Alameda St, Los Angeles, CA 90012",0.666666667,1
Union Station,Avila Adobe,"10 Olvera St, Los Angeles, CA 90012-2921",2,3
Union Station,Old Plaza,"South end of Olvera St El Pueblo, Los Angeles, CA 90012",2,3
Union Station,Los Angeles Terminal Annex Post Office,"900 N Alameda St, Los Angeles, CA 90012-2904",2,3
Union Station,Sepulveda House,"12 Olvera St El Pueblo de Los Angeles, Los Angeles, CA 90012-2921",2,3
Union Station,El Grito (the cry),"831 N Alameda St Placita de Dolores, Los Angeles, CA 90012-2901",2,3
Union Station,Statue of Fra Junipero Serra,"540 N Los Angeles St, Los Angeles, CA",2,3
Union Station,Father Serra Park,"540 N Los Angeles St, Los Angeles, CA 90012",2,3
Union Station,Olveritas,"24 Olvera St, Los Angeles, CA 90012-2921",2,3
Union Station,The Annunciation,"El Pueblo, Los Angeles, CA",2,3
Union Station,LA Cycle Tours,"Los Angeles, CA",3.333333333,5
Union Station,Turner building,"El Pueblo, Los Angeles, CA",2,3
Union Station,Olvera street Cross,"Olvera street, Los Angeles, CA",2,3
Union Station,Old Plaza Firehouse,"501 North Los Angeles St, Los Angeles, CA 90012",2.666666667,4
Union Station,Casa Bernal,"Olvera Street, Los Angeles, CA",2,3
Union Station,Casa California,"W10- Olvera Street, Los Angeles, CA 90012",2,3
Union Station,Murillo Leather Goods,"6 Olvera St, Los Angeles, CA 90012-2921",2,3
Union Station,Italian American Museum of Los Angeles,"644 N Main St, Los Angeles, CA 90012-1822",2.666666667,4
Union Station,Olvera Candle Shop,"3 Olvera St, Los Angeles, CA 90012-2920",2.666666667,4
Union Station,Huaraches,"Olivera st C11 C11, Los Angeles, CA 90012",2.666666667,4
Union Station,Chinese American Museum,"425 N Los Angeles St, Los Angeles, CA 90012-2939",2.666666667,4
Union Station,Simpson Jones Building,"1 Olvera St, Los Angeles, CA 90012-2993",2.666666667,4
Union Station,America Tropical Interpretive Center,"125 Paseo de La Plz, Los Angeles, CA 90012-2932",2.666666667,4
Union Station,Veleria Candles,"W14- Olvera Street, Los Angeles, CA 90012",2.666666667,4
Union Station,La Fuente Shop,"E15 Olvera st, Los Angeles, CA 90012",2.666666667,4
Union Station,Biscailuz Building,"125 Paseo de La Plz, Los Angeles, CA 90012-2932",2.666666667,4
Union Station,El Pueblo de Los Angeles,"Macy, Alameda, Spring and Arcadia streets, Los Angeles, CA 90012-2932",4,6
Union Station,Italian American Museum Of Los Angeles,"125 Paseo de la Plaza Suite 406, Los Angeles, CA 90012-2967",2.666666667,4
Union Station,Gateway To Nature,"130 Paseo De La Plaza, Los Angeles, CA 90012-2923",2.666666667,4
Union Station,Hellman/Quon Building,"130 Paseo de la Plaza, Los Angeles, CA 90012-2923",2.666666667,4
Hollywood Sign,Lake Hollywood Park,"3200 Canyon Lake Dr, Los Angeles, CA 90068-1606",7.333333333,11
Hollywood Sign,Griffith Observatory,"2800 E. Observatory Rd., Los Angeles, CA 90027-1299",1.6,2.4
Hollywood Sign,Universal Studios Hollywood,"100 Universal City Plaza, Los Angeles, CA 91608-1002",1.8,2.7
Hollywood Sign,Scot Nery's Boobietrap,"6555 Hollywood Blvd Back Of The Building Parking Lot Entrance, Los Angeles, CA 90028-6218",2.3,3.45
Hollywood Sign,The Getty Center,"1200 Getty Center Dr N Sepulveda Blvd & Getty Center Dr, Los Angeles, CA 90049-1657",9.6,14.4
Hollywood Sign,Tourific Escapes,"Los Angeles, CA 90009",2.5,3.75
Hollywood Sign,The Wizarding World of Harry Potter,"100 Universal City Plaza Universal Studios Hollywood, Los Angeles, CA",1.9,2.85
Hollywood Sign,Los Angeles Urban Adventures,"Los Angeles, CA 90028",2.5,3.75
Hollywood Sign,The Greek Theatre,"2700 N Vermont Ave, Los Angeles, CA 90027-1247",1.8,2.7
Hollywood Sign,Amoeba Music,"6400 W Sunset Blvd, Los Angeles, CA 90028-7307",2.5,3.75
Hollywood Sign,Hollywood Bowl Overlook,"Mulholland Drive, Los Angeles, CA",1.7,2.55
Hollywood Sign,Hollywood Bowl Museum,"2301 N Highland Ave, Los Angeles, CA 90068-2742",1.8,2.7
Hollywood Sign,Pantages Theatre,"6233 Hollywood Blvd, Los Angeles, CA 90028-5310",2.3,3.45
Hollywood Sign,The Magic Castle,"7001 Franklin Ave, Los Angeles, CA 90028-8603",2.3,3.45
Hollywood Sign,American Riviera Private Tours,"Los Angeles, CA",2.4,3.6
Hollywood Sign,Autry Museum of the American West,"4700 Western Heritage Way Griffith Park, Los Angeles, CA 90027-1462",2.5,3.75
Hollywood Sign,Forest Lawn Memorial Park - Hollywood Hills,"6300 Forest Lawn Dr, Los Angeles, CA 90068-1018",1.1,1.65
Hollywood Sign,Runyon Canyon Park,"2000 N Fuller Ave Hollywood, Los Angeles, CA 90046-2308",2.5,3.75
Hollywood Sign,Griffith Park,"4730 Crystal Springs Dr, Los Angeles, CA 90027-1401",2.8,4.2
Hollywood Sign,Universal CityWalk Hollywood,"100 Universal City Plaza, Los Angeles, CA 91608",1.8,2.7
Hollywood Sign,Melting Pot Food Tours,"Los Angeles, CA 90036",4.9,7.35
Hollywood Sign,Magic and Wine Tasting with David Minkin,"1737 Vine St Bardot Hollywood, Los Angeles, CA 90028-5248",2.2,3.3
Hollywood Sign,Travel Town,"5200 Zoo Dr, Los Angeles, CA 90027-1472",1.6,2.4
Hollywood Sign,Los Angeles Club Crawl - LA Epic Club Crawls,"Los Angeles, CA 90028",1.9,2.85
Hollywood Sign,Guitar Center,"7425 W Sunset Blvd, Los Angeles, CA 90046-3432",3,4.5
Hollywood Sign,Six Taste,"Los Angeles, CA",7.3,10.95
Hollywood Sign,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA 90068-2742",1.8,2.7
Hollywood Sign,Holocaust Museum LA,"100 The Grove Dr, Los Angeles, CA 90036-6200",4.6,6.9
Hollywood Sign,Madame Tussauds Hollywood,"6933 Hollywood Blvd, Los Angeles, CA 90028-6146",2.5,3.75
Hollywood Sign,The Hollywood Museum,"1660 N Highland Ave, Los Angeles, CA 90028-6121",2.5,3.75
Bradbury Building,Million Dollar Theater,"307 S Broadway, Los Angeles, CA 90013-1207",0.666666667,1
Bradbury Building,Grand Central Market,"317 S Broadway, Los Angeles, CA 90013-1222",1.333333333,2
Bradbury Building,Bernadette's Bar,"361 S Broadway Near corner of 4th, Los Angeles, CA 90013-1207",1.333333333,2
Bradbury Building,Victor Clothing,"242 S Broadway, Los Angeles, CA 90012-3625",1.333333333,2
Bradbury Building,Angels Flight Railway,"356 S Olive St, Los Angeles, CA 90013-1003",2.666666667,4
Bradbury Building,Birds and Bees,"207 S Broadway B - Basement, Los Angeles, CA 90012-3609",2,3
Bradbury Building,Continental Building,"Corner of 4th and Spring streets, Los Angeles, CA 90013",2,3
Bradbury Building,The Last Bookstore,"453 S Spring St – Ground Floor, Los Angeles, CA 90013",3.333333333,5
Bradbury Building,Fiesta Broadway,"Around Broadway & Main Street, between E César E Chávez Avenue & 11th Street, Los Angeles, CA 90012",2,3
Bradbury Building,Museum of Neon Art (MONA),"136 W 4th St, Los Angeles, CA 90013-1308",2,3
Bradbury Building,Six Taste,"Los Angeles, CA",4.666666667,7
Bradbury Building,Bar 107,"107 W 4th St, Los Angeles, CA 90013-1307",2,3
Bradbury Building,Downtown Independent,"251 S Main St, Los Angeles, CA 90012-3707",2,3
Bradbury Building,The Redwood Bar,"316 W 2nd St, Los Angeles, CA 90012-3504",2,3
Bradbury Building,The Broad,"221 S Grand Ave, Los Angeles, CA 90012-3020",4,6
Bradbury Building,The New Jalisco Bar,"245 S Main St, Los Angeles, CA 90012-3707",2,3
Bradbury Building,The Main Museum,"114 W 4th St, Los Angeles, CA 90013-1308",2.666666667,4
Bradbury Building,The Continental Club,"116 W 4th St Downtown, Los Angeles, CA 90013-1308",2.666666667,4
Bradbury Building,Five Star Bar DTLA,"267 S Main St, Los Angeles, CA 90012-3707",2.666666667,4
Bradbury Building,Sidewalk Food Tours of Los Angeles,"545 S Olive St 6th Street, Los Angeles, CA 90013-1006",5.333333333,8
Bradbury Building,Walt Disney Concert Hall,"111 S Grand Ave Inglewood Can Day Has Was Year Day Was, Los Angeles, CA 90012-3034",4.666666667,7
Bradbury Building,2nd Street Cigar Lounge,"124 W 2nd St, Los Angeles, CA 90012-3706",2.666666667,4
Bradbury Building,The Museum of Contemporary Art,"250 S Grand Ave Downtown, Los Angeles, CA 90012-3007",3.333333333,5
Bradbury Building,Los Angeles Philharmonic,"111 S Grand Ave Walt Disney Concert Hall, Los Angeles, CA 90012-3034",4.666666667,7
Bradbury Building,Spa at the Omni Los Angeles Hotel,"251 S Olive St, Los Angeles, CA 90012-3002",2.666666667,4
Bradbury Building,Desuar Spa,"220 W 5th St Basement, Los Angeles, CA 90013-2555",3.333333333,5
Bradbury Building,Mrs. Fish,"448 S Hill St, Los Angeles, CA 90013-1155",3.333333333,5
Bradbury Building,Downtown Historic District,"Los Angeles, CA",3.333333333,5
Bradbury Building,City Hall,"200 N. Spring St. between First and Temple, Los Angeles, CA 90012-4801",5.333333333,8
Bradbury Building,Los Angeles Central Library,"630 W 5th St Free Tours Daily, Los Angeles, CA 90071-2002",6,9
Lake Hollywood Park,Hollywood Sign,"Los Angeles, CA 90068",7.333333333,11
